accession,label,group,has_location_note,incorrect_repeats,mean_confidence,predicted_labels
Q96L50,Nucleus,Q96L50__fb29de6475c62029,False,2,0.32119861097818975,Cytoplasm;Cytoplasm
P22748,Membrane,P22748__62f5e1881b0efc28,False,2,0.31668028245286806,Mitochondrion;Cytoplasm
P05121,Secreted,P05121__85dcfe09ecc84ccb,False,2,0.31547811074164345,Mitochondrion;Membrane
Q13641,Membrane,Q13641__51681f2cee5b5729,False,2,0.3134438900042997,Mitochondrion;Cytoplasm
P32322,Mitochondrion,P32322__79ab6363b181f29c,False,2,0.3093973143978751,Cytoplasm;Cytoplasm
P02652,Secreted,P02652__ca2ca9fe5ffa4a19,False,2,0.29043996874006905,Mitochondrion;Cytoplasm
Q0P651,Mitochondrion,Q0P651__3a585f24d3283152,False,2,0.2878136842534165,Membrane;Membrane
Q9NPH0,Mitochondrion,Q9NPH0__014204e9b8ed7d62,False,2,0.28675449480735327,Secreted;Membrane
Q9NYK5,Mitochondrion,Q9NYK5__a1f61d18653e8a21,False,2,0.28213700104946027,Nucleus;Membrane
Q12933,Cytoplasm,Q12933__c7292916fa6aa68b,False,2,0.2797718503766956,Membrane;Nucleus
Q86XT4,Cytoplasm,Q86XT4__21215e3814577aa9,True,2,0.2762100077190332,Membrane;Membrane
Q156A1,Nucleus,Q156A1__3cc1e6e2c08d2549,True,1,0.7988159640350294,Mitochondrion;Nucleus
Q92954,Secreted,Q92954__a767a82e7ab1f42b,False,1,0.7087782688825319,Secreted;Nucleus
Q8TDN1,Membrane,P17658__eda1448fb4187cfe,True,1,0.670937772335056,Cytoplasm;Membrane
Q9HCU8,Nucleus,Q9HCU8__702b70eea77165fa,True,1,0.6535928327207099,Cytoplasm;Nucleus
P18124,Cytoplasm,P18124__92301e7942af8946,False,1,0.6464164029552384,Cytoplasm;Mitochondrion
P01308,Secreted,P01308__99603f8fb1e9872e,False,1,0.6456557501648186,Secreted;Membrane
O15525,Nucleus,O15525__848926de4fea3f65,False,1,0.6317202222613214,Cytoplasm;Nucleus
Q9NS37,Nucleus,Q9NS37__7e5ce83cf8bbb7ea,True,1,0.6308219501981853,Cytoplasm;Nucleus
P41223,Nucleus,P41223__f49de9ace7f3886f,True,1,0.628272226071767,Cytoplasm;Nucleus
Q9NZD4,Cytoplasm,Q9NZD4__e77ce5215807da00,False,1,0.6209551387388796,Cytoplasm;Nucleus
Q96LR4,Secreted,Q7Z5A9__d9463d93487ed57e,False,1,0.6120327567849579,Mitochondrion;Secreted
Q92564,Nucleus,Q92564__07f40a8b41ff608a,False,1,0.6103859849923676,Cytoplasm;Nucleus
Q9Y675,Nucleus,Q9Y675__282b769c00264f66,False,1,0.6079381621245425,Nucleus;Mitochondrion
M5A8F1,Secreted,M5A8F1__8cac09a03aced00a,True,1,0.607288191158056,Membrane;Secreted
Q9HCE6,Cytoplasm,Q9HCE6__37f43577c2a13928,False,1,0.6032823866828172,Cytoplasm;Nucleus
P09683,Secreted,P09683__94524a71b8b3947e,False,1,0.6020666217864457,Mitochondrion;Secreted
Q96CW9,Membrane,Q96CW9__da208c5ab31eae8b,False,1,0.5987257521808943,Membrane;Secreted
O43583,Cytoplasm,O43583__04cd419d229d9fc0,False,1,0.5975017916269654,Cytoplasm;Nucleus
O75394,Mitochondrion,O75394__737a0619dd33f016,False,1,0.5931283963270423,Cytoplasm;Mitochondrion
P26951,Membrane,P26951__242c33a169bf9930,False,1,0.5922518868366887,Membrane;Secreted
Q13241,Membrane,Q13241__5a167a0609732e75,False,1,0.5906088305279268,Secreted;Membrane
Q5KSL6,Membrane,Q5KSL6__405d91ca6c9ef904,False,1,0.5903254853355467,Membrane;Nucleus
Q92731,Nucleus,Q92731__7f3d679eff5a0b39,False,1,0.5902943047251162,Nucleus;Cytoplasm
P09001,Mitochondrion,P09001__1fd140a49abc44f5,False,1,0.5871198202433399,Secreted;Mitochondrion
Q6ZVX7,Cytoplasm,Q6ZVX7__d646d0064c8a45d9,False,1,0.5862297638200971,Cytoplasm;Nucleus
O14727,Cytoplasm,O14727__29b2db740200c028,False,1,0.5823843802983699,Nucleus;Cytoplasm
P35268,Cytoplasm,P35268__20ec3c6d5b01df63,False,1,0.5821297341589449,Nucleus;Cytoplasm
Q9H4W6,Nucleus,Q9H4W6__10d62483e617be53,False,1,0.5811717769948823,Nucleus;Membrane
P59666,Secreted,P59666__c815a40ea9a37b86,False,1,0.5798667675325884,Secreted;Membrane
Q14393,Secreted,Q14393__7df33ec92371bd7a,False,1,0.579510134751446,Membrane;Secreted
Q8WVB6,Nucleus,Q8WVB6__c031e81332674116,True,1,0.5789631751900435,Cytoplasm;Nucleus
Q96I23,Mitochondrion,Q96I23__ce5782a2f6929c46,False,1,0.5789217769586665,Nucleus;Mitochondrion
P62495,Cytoplasm,P62495__6ad4be1c91938c97,False,1,0.5788004562739202,Cytoplasm;Nucleus
Q5TD97,Nucleus,Q5TD97__d77fce720ca076e5,True,1,0.5758293278403226,Secreted;Nucleus
O75461,Nucleus,O75461__7ff3e1fd2e49f873,False,1,0.5718417012559684,Nucleus;Cytoplasm
Q6PL18,Nucleus,Q6PL18__7db2f33ffda54052,False,1,0.5702499632107461,Nucleus;Cytoplasm
Q4U2R6,Mitochondrion,Q4U2R6__847bee87afb35c66,False,1,0.5697103424166161,Secreted;Mitochondrion
O75528,Nucleus,O75528__4cdc691f5f90430b,False,1,0.5683596542438409,Cytoplasm;Nucleus
O00221,Cytoplasm,O00221__8a574d1cc16d54b5,False,1,0.567947084089655,Cytoplasm;Nucleus
P23434,Mitochondrion,P23434__947efca06e4e36fa,False,1,0.5677859478479542,Membrane;Mitochondrion
Q15814,Cytoplasm,Q15814__bcba9c3f815dccc9,True,1,0.5668074842436577,Cytoplasm;Nucleus
Q9HCY8,Cytoplasm,Q9HCY8__3cdbf86b13d42774,False,1,0.5630820832610128,Nucleus;Cytoplasm
O75643,Nucleus,O75643__5385e2c408dee1ef,False,1,0.5611148490734372,Cytoplasm;Nucleus
P35237,Cytoplasm,P05121__85dcfe09ecc84ccb,False,1,0.5607083473856314,Membrane;Cytoplasm
Q9P015,Mitochondrion,Q9P015__12e32496f4ef6fb8,False,1,0.5606421007129956,Mitochondrion;Nucleus
P27986,Cytoplasm,P27986__7a7861a2f4b76659,False,1,0.5602681448555973,Nucleus;Cytoplasm
O94776,Nucleus,O94776__e806eb990c234069,False,1,0.5591898534720227,Cytoplasm;Nucleus
Q96P16,Nucleus,Q96P16__75e03199b46ecb7b,False,1,0.5575243539750658,Cytoplasm;Nucleus
Q15847,Nucleus,Q15847__141d117214debbd4,False,1,0.5572510874346102,Cytoplasm;Nucleus
Q86Y13,Cytoplasm,Q86Y13__3d6df33ad3f68ac0,False,1,0.5556082031918714,Nucleus;Cytoplasm
Q9H9P8,Mitochondrion,Q9H9P8__a62fe8db5f74c6c0,False,1,0.553309860207646,Mitochondrion;Membrane
Q5VTR2,Nucleus,O75150__d7822af1f78a01cd,False,1,0.5531145002044908,Nucleus;Cytoplasm
Q9UBC1,Nucleus,Q9UBC1__7fbe824c759644cf,True,1,0.5511413676682559,Nucleus;Cytoplasm
P10155,Cytoplasm,P10155__9c52d7f528d3178e,True,1,0.5501451216976767,Nucleus;Cytoplasm
P58004,Cytoplasm,P58004__581332e2a42b24c1,False,1,0.5494026638925964,Nucleus;Cytoplasm
Q15022,Nucleus,Q15022__39744fd3411045a1,True,1,0.5486088046996123,Membrane;Nucleus
Q9UNG2,Membrane,Q9UNG2__53c469c225a5f473,False,1,0.5483300630381371,Secreted;Membrane
Q9Y5Y7,Membrane,Q9Y5Y7__595c55357fe40f50,True,1,0.5426108150640584,Membrane;Secreted
P40429,Cytoplasm,P40429__a914452f1bb32aec,False,1,0.5424363718544011,Cytoplasm;Mitochondrion
Q8WWL7,Nucleus,Q8WWL7__0fcd719a524c4fb2,False,1,0.5423155231449723,Nucleus;Cytoplasm
P04053,Nucleus,P04053__8e23a70b73243601,False,1,0.5400777112530577,Nucleus;Cytoplasm
Q6E0U4,Secreted,Q6E0U4__f210a81817253ed7,False,1,0.5395964446599624,Secreted;Membrane
P82675,Mitochondrion,P82675__57b9e98833a45eab,False,1,0.5380564287654764,Secreted;Mitochondrion
Q8IWG1,Cytoplasm,Q8IWG1__660ea855b987c963,False,1,0.5368214400913218,Cytoplasm;Nucleus
Q96JS3,Nucleus,Q96JS3__b64f124bac81776b,False,1,0.5341247815045977,Nucleus;Cytoplasm
Q9HAD4,Cytoplasm,Q9HAD4__22ef89ef63909567,False,1,0.5328339059587044,Membrane;Cytoplasm
Q9UGR2,Nucleus,Q9UGR2__0b3876acee6e8459,True,1,0.5318300084301366,Cytoplasm;Nucleus
Q9HCS7,Nucleus,Q9HCS7__3fc4262ec9d0b4d6,True,1,0.5306199131410554,Nucleus;Cytoplasm
P48048,Membrane,P48048__177f175612408c3c,True,1,0.5288318109890822,Membrane;Mitochondrion
Q6UX52,Secreted,Q6UX52__8a8ead5c7df718be,False,1,0.5280173381136637,Membrane;Secreted
Q9Y468,Nucleus,Q9Y468__6c2472dd5fb9edaf,True,1,0.5258859029316819,Cytoplasm;Nucleus
Q9H3P2,Nucleus,Q9H3P2__4169b264629ae922,False,1,0.525710223213962,Secreted;Nucleus
Q7Z6K1,Nucleus,Q7Z6K1__6fe0cfc065576fbc,False,1,0.5246484217688523,Nucleus;Cytoplasm
P41214,Cytoplasm,P41214__393e19b3d75f38d7,False,1,0.5244766629498006,Nucleus;Cytoplasm
O94953,Nucleus,O75164__036a41d3c1505220,False,1,0.5223278586517263,Cytoplasm;Nucleus
Q96BN2,Nucleus,Q96BN2__cb386780d60f3cd1,False,1,0.5218623886831258,Cytoplasm;Nucleus
Q04756,Secreted,Q04756__ac31bf5f0ecf82bc,True,1,0.5214226769915672,Membrane;Secreted
Q13219,Secreted,Q13219__d0a4254dee583de4,False,1,0.5197743585178278,Secreted;Membrane
P0DN87,Secreted,P0DN86__70afb5629af6fc2d,False,1,0.5180674157575287,Secreted;Membrane
P17028,Nucleus,P17028__ae803153b1c784e0,False,1,0.5176148720402072,Nucleus;Cytoplasm
Q9Y6K8,Cytoplasm,Q9Y6K8__058cbd32d64a00b1,False,1,0.5159354918500206,Nucleus;Cytoplasm
P32970,Membrane,P32970__8b8ce93f248bec62,False,1,0.5144494188423101,Membrane;Secreted
Q8TEC5,Nucleus,Q8TEC5__5f54af299cbe09f0,False,1,0.5119917302392314,Nucleus;Membrane
P09914,Cytoplasm,P09914__89e22718ae2cd55e,False,1,0.5117071723194668,Nucleus;Cytoplasm
Q96GX2,Cytoplasm,Q96GX2__d0cefcdcb7d03d24,False,1,0.5110598832083999,Cytoplasm;Nucleus
Q9UHH9,Nucleus,Q96PC2__1e701f49d8ee0a98,False,1,0.5102304020263164,Cytoplasm;Nucleus
Q9NPF7,Secreted,Q9NPF7__18441f075ed6b551,True,1,0.5102218389291657,Mitochondrion;Secreted
P05423,Nucleus,P05423__221b4e3c8c8b5fee,False,1,0.5072889616569637,Nucleus;Cytoplasm
P62917,Cytoplasm,P62917__b8adfcfd66147b8c,False,1,0.5059464434209873,Cytoplasm;Mitochondrion
P23025,Nucleus,P23025__1c30005406d38112,False,1,0.5057839721090632,Nucleus;Mitochondrion
P24752,Mitochondrion,P24752__1216a9416365af9e,False,1,0.5040453463856672,Membrane;Mitochondrion
P49005,Nucleus,P49005__bf61fb61c92fa42d,True,1,0.5038283324142654,Cytoplasm;Nucleus
Q96JM7,Nucleus,Q96JM7__f1abca78483b429c,False,1,0.49647993368092946,Cytoplasm;Nucleus
Q9NRW4,Cytoplasm,Q9NRW4__0980495a2ae93c86,False,1,0.4964089732609014,Cytoplasm;Nucleus
Q8IY21,Cytoplasm,Q8IY21__eda1de0399b07142,False,1,0.4935845925056044,Cytoplasm;Nucleus
O95073,Nucleus,O95073__81065f814f1b2337,False,1,0.49309426209420937,Nucleus;Cytoplasm
P02818,Secreted,P02818__26431670c51cde9b,False,1,0.4923136815399612,Secreted;Mitochondrion
P52952,Nucleus,P52952__5c12a1476330e3c0,False,1,0.4920520924698386,Secreted;Nucleus
Q99638,Nucleus,Q99638__2051787eaed18c36,False,1,0.49129035187879777,Cytoplasm;Nucleus
A1L167,Nucleus,A1L167__affff80ed35411e2,False,1,0.49126556961782475,Cytoplasm;Nucleus
Q9BYZ8,Secreted,Q06141__77f442919756f70f,False,1,0.49041402213226915,Membrane;Secreted
P15260,Membrane,P15260__dcb9b4a6becaaea5,False,1,0.4861905761431685,Membrane;Nucleus
Q9NRV9,Cytoplasm,Q9NRV9__d33baeb41d25e933,False,1,0.4861706483977354,Cytoplasm;Nucleus
P02778,Secreted,P02778__9e0216db62967edf,False,1,0.4854691427671278,Secreted;Membrane
P35244,Nucleus,P35244__a166f6f57d82530e,False,1,0.485087106534566,Nucleus;Cytoplasm
O75570,Mitochondrion,O75570__bcae0f83fa940936,False,1,0.48391409006150676,Mitochondrion;Cytoplasm
Q8NF64,Nucleus,Q8NF64__6debccd1f24706ae,True,1,0.4823230598376729,Membrane;Nucleus
Q9HC58,Membrane,Q9HC58__06f2266491a320bf,False,1,0.4789750855280821,Membrane;Mitochondrion
Q8IZH2,Cytoplasm,Q8IZH2__d20326117dcc851a,True,1,0.4780125965624653,Nucleus;Cytoplasm
Q5JY77,Cytoplasm,Q5JY77__52667e062c83e750,False,1,0.4763053218538781,Cytoplasm;Membrane
Q16515,Membrane,Q16515__739a35637921104e,True,1,0.47553026856960595,Membrane;Nucleus
Q6ZRS2,Nucleus,Q6ZRS2__3d1d6375d1e66da4,False,1,0.47190908426067957,Membrane;Nucleus
O75462,Secreted,O75462__17f310c97ed539a3,False,1,0.471615319335488,Membrane;Secreted
P42081,Membrane,P42081__c77548b43927c4f8,False,1,0.47132595323355364,Secreted;Membrane
Q8NCE2,Cytoplasm,Q8NCE2__eb74df83b4453608,True,1,0.4702156900856701,Cytoplasm;Membrane
Q9BWJ5,Nucleus,Q9BWJ5__47ffa56716d1412a,False,1,0.46783676211039976,Nucleus;Secreted
Q9BUP3,Cytoplasm,Q9BUP3__f0cc374b40a3df77,False,1,0.46767324752447026,Nucleus;Cytoplasm
P46063,Nucleus,P46063__14ff940f940d4c29,False,1,0.4674529264034961,Membrane;Nucleus
Q9UHX1,Nucleus,Q9UHX1__f2e377f51a06cf07,True,1,0.4671989508525679,Cytoplasm;Nucleus
Q1W209,Nucleus,Q1W209__3d40f5c9e156c68e,False,1,0.46534275333089337,Nucleus;Membrane
Q969P0,Membrane,Q969P0__7e4bf02a4e6f8949,True,1,0.46495142588799443,Membrane;Secreted
P13984,Nucleus,P13984__5cb40b142ee2c619,False,1,0.46447958502887565,Mitochondrion;Nucleus
Q16851,Cytoplasm,Q16851__5a83d132b4719649,False,1,0.46441817071014446,Cytoplasm;Nucleus
O95361,Cytoplasm,O95361__bafbcc869c53f6ee,False,1,0.4638515539157305,Nucleus;Cytoplasm
Q96PV4,Nucleus,Q96PV4__23b040495d9385ce,False,1,0.4631435834396255,Nucleus;Membrane
Q9NX20,Mitochondrion,Q9NX20__01da783fc2b770c7,False,1,0.46119058378779143,Secreted;Mitochondrion
Q96I13,Cytoplasm,Q96I13__bc7d79dd5a55a605,False,1,0.4607616734573412,Cytoplasm;Membrane
Q96A54,Membrane,Q86V24__4e83b8de9debe8a2,True,1,0.4570652592076082,Membrane;Cytoplasm
Q9UI33,Membrane,P35498__df512f038af3c758,False,1,0.4559116259293442,Cytoplasm;Membrane
Q96PH6,Secreted,Q96PH6__2c25e6ff28b503e6,False,1,0.45541235929022716,Secreted;Nucleus
Q5W186,Secreted,Q5W186__957f2d06d508e337,True,1,0.4524232897503543,Membrane;Secreted
Q7Z2Z1,Nucleus,Q7Z2Z1__0679dcd8bd987c3b,True,1,0.4518245686192705,Mitochondrion;Nucleus
Q9Y4X0,Nucleus,Q9Y4X0__7c16fe30b704fa31,False,1,0.44868719245818833,Membrane;Nucleus
Q5VSL9,Cytoplasm,Q5VSL9__eac86d1dabd226fe,True,1,0.4469407096564599,Nucleus;Cytoplasm
Q86V86,Cytoplasm,Q86V86__35bb7bd3d3011d89,False,1,0.44350740550389367,Cytoplasm;Membrane
Q8NEY3,Nucleus,Q8NEY3__2ce3b23ec9cc5aed,False,1,0.4432588458557112,Nucleus;Cytoplasm
Q9BYC2,Mitochondrion,Q9BYC2__d0512d338ba892b0,False,1,0.44232807763264526,Membrane;Mitochondrion
Q9NRN5,Secreted,Q6UWY5__539a40ad48a9fcda,False,1,0.4418955141392559,Membrane;Secreted
Q96P47,Cytoplasm,Q96P47__730ecd6fed3c96b7,True,1,0.44139349686131657,Nucleus;Cytoplasm
Q96E29,Mitochondrion,Q96E29__c95bd4d401f6c31a,False,1,0.4396137881142729,Nucleus;Mitochondrion
Q6UWY5,Secreted,Q6UWY5__539a40ad48a9fcda,False,1,0.4384122579641416,Membrane;Secreted
O43561,Membrane,O43561__34528ec9a21ae10b,True,1,0.43590958708701033,Secreted;Membrane
O00308,Nucleus,O00308__b1941a50e3e5679e,False,1,0.43575638768481695,Nucleus;Membrane
Q13564,Membrane,Q13564__22a38bb8f4fc2781,True,1,0.43570301572846737,Cytoplasm;Membrane
O75762,Membrane,O75762__a93ba2d243a68358,False,1,0.4349332981021753,Membrane;Nucleus
Q96AH0,Nucleus,Q96AH0__536175e3664d5acd,True,1,0.4339948148760824,Membrane;Nucleus
Q5JTZ9,Mitochondrion,Q5JTZ9__f3fd470ed532f287,False,1,0.4281415540175911,Cytoplasm;Mitochondrion
Q6P1X5,Nucleus,Q6P1X5__69ae25adb4d26730,False,1,0.42505109331507046,Cytoplasm;Nucleus
O75326,Membrane,O75326__51e758315b8fc717,True,1,0.42465036575195325,Membrane;Mitochondrion
Q13790,Secreted,Q13790__061450fadb31e46c,False,1,0.4190750305270809,Cytoplasm;Secreted
Q8TF46,Cytoplasm,Q8TF46__a60e8ab0d983e76d,False,1,0.41835283687828917,Cytoplasm;Membrane
O14931,Membrane,O14931__87b207aee242396f,False,1,0.41760401979273776,Membrane;Secreted
P61513,Cytoplasm,P61513__55f0ce27192e3dce,False,1,0.4175606061253617,Cytoplasm;Mitochondrion
Q07108,Membrane,Q07108__34f933c02be90129,False,1,0.41714686190027905,Cytoplasm;Membrane
Q96KK3,Membrane,P17658__eda1448fb4187cfe,True,1,0.41698458368356095,Cytoplasm;Membrane
Q9UL62,Membrane,Q9UL62__2fabd2592a611157,False,1,0.4169168426701507,Membrane;Nucleus
Q99572,Membrane,Q99572__155a223fdcfff03d,False,1,0.4112683625691964,Membrane;Nucleus
Q9P2M1,Cytoplasm,Q9P2M1__eee91528648cb31d,True,1,0.4074642948421617,Nucleus;Cytoplasm
Q6DT37,Cytoplasm,Q6DT37__8f2c7bcd0d3ebdf0,True,1,0.40684712912233334,Cytoplasm;Nucleus
O95926,Nucleus,O95926__4f35774ac2100734,False,1,0.40610900548670825,Cytoplasm;Nucleus
Q8N7R7,Membrane,Q8N7R7__569712f2d9183095,False,1,0.40557081756044405,Membrane;Cytoplasm
Q9NPB1,Mitochondrion,Q9NPB1__0ffbbed23b94a761,False,1,0.40181411309085346,Secreted;Mitochondrion
Q9C0D3,Cytoplasm,Q9C0D3__9f58d4ffe54002f3,False,1,0.4006955622519593,Membrane;Cytoplasm
Q9UMR7,Membrane,Q9UMR7__4c132500efe04163,False,1,0.4004541531902154,Membrane;Cytoplasm
Q8WV60,Mitochondrion,Q8WV60__71d94b0911adcb8e,False,1,0.3988879894567692,Mitochondrion;Membrane
A8MZ59,Nucleus,A8MZ59__08f4d7a9a89870ba,False,1,0.39802483499100705,Mitochondrion;Nucleus
Q13404,Nucleus,Q13404__cf674d367854d647,True,1,0.39552732620882164,Nucleus;Membrane
Q9H5X1,Cytoplasm,Q9H5X1__41aaf4b857166b95,False,1,0.3947216286786105,Membrane;Cytoplasm
O43156,Cytoplasm,O43156__02b2e855e36a9df3,False,1,0.39417017704203655,Nucleus;Cytoplasm
O00238,Membrane,O00238__ce1def7aae1584f1,False,1,0.3920451805142613,Cytoplasm;Membrane
P08709,Secreted,P00740__32f5d032de97ea22,False,1,0.3913665555023169,Membrane;Secreted
P18621,Cytoplasm,P18621__f05152d5b98d6118,False,1,0.38650473673994507,Mitochondrion;Cytoplasm
Q96NU7,Cytoplasm,Q96NU7__1ab2b406b91c4550,False,1,0.38316411705642783,Mitochondrion;Cytoplasm
Q9P2W1,Nucleus,Q9P2W1__3f1011cf51dd860a,False,1,0.3804957425294542,Mitochondrion;Nucleus
P51398,Mitochondrion,P51398__52e37428d9af8b8d,False,1,0.3783211765099963,Mitochondrion;Cytoplasm
B1AL88,Membrane,B1AL88__910add4cb04f2e69,False,1,0.3783109701376148,Nucleus;Membrane
A8MTJ3,Cytoplasm,A8MTJ3__69d69c3bddc7e9c1,True,1,0.3758596088249462,Cytoplasm;Nucleus
P63272,Nucleus,P63272__e5ae1e7a2037908f,False,1,0.375282330820105,Secreted;Nucleus
Q9NR22,Membrane,Q9NR22__0eed4069e9742f23,False,1,0.3741676657571399,Membrane;Nucleus
Q9NP95,Secreted,Q9NP95__3e412ef1aa99e210,False,1,0.37136916368343165,Secreted;Nucleus
Q8N427,Cytoplasm,Q8N427__bb821c9686eb5b23,True,1,0.37133986872515984,Nucleus;Cytoplasm
Q9NX01,Nucleus,P83876__281ef8f8dbce779f,False,1,0.37048009790882486,Cytoplasm;Nucleus
Q14197,Mitochondrion,Q14197__aac4ef3550b6534e,False,1,0.3679277214355745,Nucleus;Mitochondrion
Q8IZS7,Membrane,Q8IZS7__1bc895f1b4aa696a,False,1,0.36787662783271186,Secreted;Membrane
P02774,Secreted,P02774__a77e64adbe95ab4d,False,1,0.3677525018852279,Cytoplasm;Secreted
O14669,Membrane,O14669__373ac293c90a873d,False,1,0.36338833758419886,Membrane;Nucleus
Q08830,Secreted,Q08830__6e0ada300a5d2b01,True,1,0.3603139317600446,Secreted;Nucleus
O60671,Nucleus,O60671__6d4eaca48a8fdcc4,False,1,0.35995921762215366,Membrane;Nucleus
O60783,Mitochondrion,O60783__3578c580d5e6da79,False,1,0.35970506899012233,Cytoplasm;Mitochondrion
Q969L4,Nucleus,Q969L4__80f05fc35d0a418a,False,1,0.35892932109482584,Cytoplasm;Nucleus
P01344,Secreted,P01344__f207ede2979646b7,False,1,0.3588815755499296,Secreted;Membrane
Q9BUE6,Mitochondrion,Q9BUE6__f47e3663beeeeb6e,False,1,0.35689396585715405,Nucleus;Mitochondrion
Q9BXL8,Nucleus,Q9BXL8__979da27ba05da517,False,1,0.3533216176998572,Cytoplasm;Nucleus
Q9BSH3,Nucleus,Q9BSH3__7c82846ba8c24845,False,1,0.3530163493171543,Nucleus;Cytoplasm
Q9BXJ3,Secreted,Q9BXJ3__20573ff9d694c744,False,1,0.3516730964675032,Nucleus;Secreted
Q8WVM0,Mitochondrion,Q8WVM0__e86c0ba488453416,False,1,0.348085712402213,Secreted;Mitochondrion
Q9HB65,Nucleus,Q9HB65__c86ffbd06333abdd,False,1,0.34712133667055356,Cytoplasm;Nucleus
P41247,Mitochondrion,P41247__0d4d81d846d8c4d9,False,1,0.3424759709387064,Membrane;Mitochondrion
Q6GMV2,Cytoplasm,Q6GMV2__bbf08f9ed14ecd84,False,1,0.3395232048659885,Cytoplasm;Mitochondrion
P51959,Nucleus,P51959__7aebbed46755e8da,True,1,0.3390991934398645,Nucleus;Cytoplasm
P21589,Membrane,P21589__0e3740730dd7a0bb,False,1,0.33242681627480686,Membrane;Secreted
Q9Y6G3,Mitochondrion,Q9Y6G3__e935ff4a9c5611a6,False,1,0.3317089089042225,Mitochondrion;Secreted
O60721,Membrane,O60721__6046c937402d6f9a,False,1,0.3303876899456698,Secreted;Membrane
Q9ULT6,Membrane,Q9ULT6__dddba04cf3f01910,False,1,0.3279619343082726,Membrane;Nucleus
Q96EH8,Cytoplasm,Q96EH8__6339a607cd756404,False,1,0.3190999719120547,Cytoplasm;Membrane
P02753,Secreted,P02753__8400030088daa962,False,1,0.28238975764933016,Secreted;Mitochondrion
Q6PJ69,Cytoplasm,Q6PJ69__dbb3f823bcfef6e0,False,1,0.27532759687081276,Cytoplasm;Secreted
Q13595,Nucleus,P62995__b24af2931a6b0612,False,0,0.9986548958608554,Nucleus;Nucleus
P62995,Nucleus,P62995__b24af2931a6b0612,False,0,0.997960462438082,Nucleus;Nucleus
Q96LA9,Membrane,P04201__f104c7b186d2a003,False,0,0.9951561566988814,Membrane;Membrane
Q9NYV7,Membrane,Q50KZ9__b0e2817e7950f554,False,0,0.9948441804048935,Membrane;Membrane
Q9BRL6,Nucleus,Q9BRL6__229f1f86c5744f08,False,0,0.9943609700945524,Nucleus;Nucleus
P29371,Membrane,P29371__96c20248410c00a2,False,0,0.9938658388378416,Membrane;Membrane
P38159,Nucleus,O75526__9bb27583e445d1ff,True,0,0.9937989326621074,Nucleus;Nucleus
P34998,Membrane,P32241__95ca8f99a19d5f99,True,0,0.9937717480168167,Membrane;Membrane
Q9NZ81,Nucleus,Q9NZ81__ed2100834911dd95,False,0,0.9936769062537472,Nucleus;Nucleus
P48067,Membrane,P48067__c942a402c587890f,False,0,0.9929432960209096,Membrane;Membrane
P34981,Membrane,P34981__42b191ec434758be,False,0,0.9929291208659321,Membrane;Membrane
Q8IZD6,Membrane,Q8IZD6__c33e1fe3c312d03d,False,0,0.9925078794031315,Membrane;Membrane
Q13324,Membrane,P32241__95ca8f99a19d5f99,False,0,0.9906244030810385,Membrane;Membrane
Q9Y345,Membrane,Q9Y345__e41e266f6f5adc35,False,0,0.9899228655614871,Membrane;Membrane
P30988,Membrane,P30988__eef79041ae0d751b,False,0,0.9896827409041724,Membrane;Membrane
Q92847,Membrane,Q92847__73fe68d1fe5d48b8,False,0,0.9895496970873172,Membrane;Membrane
P32241,Membrane,P32241__95ca8f99a19d5f99,False,0,0.9894092750746,Membrane;Membrane
Q969N4,Membrane,O14804__e1509937826bd69d,False,0,0.9892639480402572,Membrane;Membrane
Q9NZD1,Membrane,Q9NZD1__5388eae978da4010,False,0,0.9892090916334599,Membrane;Membrane
Q86SM8,Membrane,P04201__f104c7b186d2a003,False,0,0.9881122214809855,Membrane;Membrane
Q9BUJ2,Nucleus,Q9BUJ2__88d61a0a529c2068,False,0,0.9877804140627386,Nucleus;Nucleus
P52569,Membrane,P52569__de8d1ff283d482cc,False,0,0.9874063140583536,Membrane;Membrane
Q8TDS7,Membrane,P04201__f104c7b186d2a003,True,0,0.9871681678851112,Membrane;Membrane
Q96RI8,Membrane,O14804__e1509937826bd69d,False,0,0.986736118322983,Membrane;Membrane
Q01453,Membrane,Q01453__ee94995b827178fc,False,0,0.9862916215890315,Membrane;Membrane
Q8WVC0,Nucleus,Q8WVC0__1b9f4a6aadee1885,False,0,0.9859730083866359,Nucleus;Nucleus
O95218,Nucleus,O95218__e3d911c06c298fc9,False,0,0.9858357075444573,Nucleus;Nucleus
Q15427,Nucleus,Q15427__8461dea7357d3ed4,False,0,0.9854144805401406,Nucleus;Nucleus
P11168,Membrane,P11168__d863fcef95df00de,False,0,0.9854010938959683,Membrane;Membrane
P34982,Membrane,A6NND4__1ab350c3762ee58b,True,0,0.9851064724333944,Membrane;Membrane
Q7RTY1,Membrane,Q7RTY1__0a5a10290c89482f,False,0,0.9848582314218532,Membrane;Membrane
P35659,Nucleus,P35659__4da9cd1142760751,True,0,0.9848581902833213,Nucleus;Nucleus
Q8TDB8,Membrane,P11168__d863fcef95df00de,False,0,0.9844998067933852,Membrane;Membrane
P43220,Membrane,P32241__95ca8f99a19d5f99,False,0,0.9836385550745612,Membrane;Membrane
Q8IY57,Nucleus,Q8IY57__b3ac379609366555,False,0,0.9834155654240723,Nucleus;Nucleus
